,cid
59563,17253437
59564,119064571
59565,72842312
59566,1924925
59567,16016528
59568,127491812
59569,110149177
59570,1256853
59571,137704917
59572,1717915
59573,72863975
59574,19958
59575,685909
59576,16269015
59577,86796607
59578,2208713
59579,131703954
59580,50806939
59581,45355406
59582,17511857
59583,20960831
59584,121193865
59585,5027310
59586,3854383
59587,121537337
59588,16267823
59589,53609719
59590,53189184
59591,156414
59592,95798669
59593,6490703
59594,2726699
59595,1694
59596,75615825
59597,20885372
59598,3105126
59599,127264777
59600,3240611
59601,405928
59602,110114199
59603,86818694
59604,117942590
59605,92129693
59606,3244510
59607,1069137
59608,20909075
59609,2728597
59610,19474563
59611,110222884
59612,53164715
59613,213016
59614,40026642
59615,92127049
59616,53030121
59617,110154604
59618,146681262
59619,118772372
59620,17498121
59621,53174417
59622,20895424
59623,16011678
59624,76400704
59625,92425730
59626,110234749
59627,110085878
59628,1253794
59629,53190283
59630,15034778
59631,25358211
59632,70724929
59633,2860434
59634,7941649
59635,129597181
59636,2813183
59637,17479822
59638,53183512
59639,91812684
59640,137210241
59641,2823572
59642,24791740
59643,23613309
59644,1941103
59645,614
59646,25246272
59647,124041550
59648,27604818
59649,123423727
59650,110085595
59651,3513700
59652,17406341
59653,25102847
59654,22512499
59655,1401035
59656,10849874
59657,22433629
59658,126854356
59659,339916
59660,124076230
59661,902068
59662,73439296
59663,3242479
59664,22332385
59665,132334581
59666,2695423
59667,725422
59668,46257744
59669,121137830
59670,5163593
59671,3304
59672,95845401
59673,46387065
59674,70755137
59675,16030542
59676,16031314
59677,46275057
59678,42920200
59679,102560621
59680,7719052
59681,2900731
59682,36790513
59683,9551206
59684,50763981
59685,4653102
59686,3664107
59687,730845
59688,6465140
59689,44554267
59690,131915829
59691,50769462
59692,91255200
59693,118781095
59694,1582753
59695,131924128
59696,91917729
59697,5299616
59698,44823258
59699,715516
59700,86771374
59701,53181052
59702,46340234
59703,1595516
59704,670282
59705,3157023
59706,43146488
59707,2858723
59708,3244170
59709,16325593
59710,16878935
59711,135466696
59712,45369559
59713,16018292
59714,47001620
59715,4063117
59716,20936454
59717,2416529
59718,20973738
59719,1486917
59720,3236525
59721,4425770
59722,17534466
59723,83275623
59724,86803539
59725,1077841
59726,9120559
59727,2883470
59728,71842147
59729,121520242
59730,2579836
59731,110119400
59732,657936
59733,4196780
59734,53032283
59735,50809125
59736,842961
59737,777626
59738,2764745
59739,5362
59740,17511028
59741,110247654
59742,110262515
59743,110114586
59744,4433401
59745,2441520
59746,124219161
59747,91915963
59748,3123920
59749,2947772
59750,3575840
59751,8965242
59752,16641392
59753,50746015
59754,16809696
59755,110100753
59756,24389092
59757,783552
59758,3245511
59759,3863
59760,53178045
59761,122282863
59762,670860
59763,45838206
59764,73139662
59765,16453923
59766,20905357
59767,72906418
59768,4962238
59769,3236036
59770,3091401
59771,110084677
59772,110121181
59773,739354
59774,42499959
59775,121193637
59776,11237609
59777,806412
59778,4897996
59779,1890366
59780,66563653
59781,45204952
59782,66509900
59783,46985421
59784,24657113
59785,71993498
59786,308
59787,15988443
59788,45497846
59789,84587250
59790,16334715
59791,72878417
59792,53057791
59793,53331479
59794,8034886
59795,2158358
59796,3864422
59797,4919887
59798,16386649
59799,51144716
59800,29573877
59801,17538046
59802,42685784
59803,45883293
59804,9533597
59805,4859860
59806,45932711
59807,2648664
59808,3129215
59809,702832
59810,103848684
59811,110260026
59812,138108749
59813,75061322
59814,5512
59815,110166728
59816,24627238
59817,4168948
59818,6624850
59819,2125817
59820,118973753
59821,5105411
59822,46979604
59823,16330866
59824,2818467
59825,824171
59826,121020706
59827,4919610
59828,3754309
59829,90820962
59830,124212033
59831,132778825
59832,16297251
59833,75475214
59834,110266924
59835,45821432
59836,27377379
59837,155986730
59838,46344302
59839,25527296
59840,9533232
59841,121585987
59842,110221838
59843,16033121
59844,124077481
59845,46973863
59846,53061971
59847,3244557
59848,53148939
59849,17458655
59850,16622477
59851,91907893
59852,71968264
59853,741693
59854,73439617
59855,2998426
59856,90626567
59857,1047770
59858,124040908
59859,3508388
59860,3241748
59861,791057
59862,9362274
59863,11578515
59864,110266412
59865,660031
59866,713343
59867,3214671
59868,86802270
59869,16437478
59870,2800852
59871,2769943
59872,16033091
59873,124074168
59874,46957988
59875,3130186
59876,53062211
59877,1829301
59878,995142
59879,798245
59880,131703385
59881,124078722
59882,684961
59883,3228763
59884,1511643
59885,1266914
59886,15944970
59887,139600292
59888,4386321
59889,132450713
59890,50840612
59891,121536271
59892,562288
59893,1251675
59894,135414846
59895,16723044
59896,75425579
59897,25147749
59898,74506073
59899,2427780
59900,1520647
59901,88757
59902,2505449
59903,653140
59904,17595877
59905,53089871
59906,20944452
59907,1080126
59908,11219835
59909,75373893
59910,72903689
59911,121137879
59912,75513151
59913,5308725
59914,20860529
59915,1164510
59916,57111426
59917,40510167
59918,2196810
59919,3860526
59920,47049311
59921,110100626
59922,122243385
59923,15988152
59924,72001054
59925,3436588
59926,18146224
59927,110115891
59928,2898980
59929,17486958
59930,852132
59931,3843961
59932,3376845
59933,1246695
59934,124037433
59935,1882509
59936,4313964
59937,17490432
59938,45529605
59939,53180592
59940,122559368
59941,22743
59942,121170847
59943,1132326
59944,46290028
59945,77992669
59946,40168434
59947,798833
59948,72012540
59949,737669
59950,16016046
59951,25344289
59952,124293
59953,22916
59954,1473242
59955,132778207
59956,2114820
59957,23608553
59958,16446055
59959,24621517
59960,53187264
59961,50805920
59962,71999324
59963,4691422
59964,54729821
59965,9504288
59966,19621146
59967,84595580
59968,834468
59969,75457689
59970,110263006
59971,53606164
59972,91644530
59973,70708487
59974,3531467
59975,2802663
59976,10583
59977,1487337
59978,46272881
59979,4072730
59980,72002389
59981,798629
59982,3620543
59983,16017309
59984,2310793
59985,3243905
59986,131703403
59987,3225290
59988,619018
59989,40075068
59990,16012414
59991,11417954
59992,2788696
59993,2837056
59994,1245295
59995,122243534
59996,3826250
59997,18569993
59998,86803538
59999,1184220
60000,13179952
60001,49745658
60002,19626906
60003,56731189
60004,2888835
60005,2823510
60006,135900142
60007,674420
60008,42109746
60009,776763
60010,2085538
60011,16311214
60012,131703394
60013,7064788
60014,3840420
60015,132451720
60016,35536748
60017,17567375
60018,701502
60019,5310358
60020,121506012
60021,6465848
60022,110113094
60023,4412319
60024,71977214
60025,34613
60026,110261913
60027,2093084
60028,92113981
60029,53015222
60030,3156101
60031,1087752
60032,127250258
60033,5123538
60034,110092374
60035,8833989
60036,16605842
60037,3627974
60038,644836
60039,53012486
60040,2837695
60041,830991
60042,73169039
60043,20913987
60044,53032170
60045,50810710
60046,2422
60047,99957
60048,84601021
60049,24906255
60050,855687
60051,17236095
60052,26406440
60053,847317
60054,72838150
60055,136153413
60056,7576744
60057,74832745
60058,39977037
60059,45897532
60060,814542
60061,3235882
60062,70788744
60063,5170500
60064,597
60065,7131137
60066,42903509
60067,30766914
60068,53008071
60069,4849245
60070,45831579
60071,1237112
60072,126854828
60073,16801460
60074,17510759
60075,972534
60076,664981
60077,25285462
60078,3135138
60079,4909982
60080,2809187
60081,9583729
60082,5714486
60083,31894303
60084,92620911
60085,2930521
60086,122246492
60087,126835328
60088,124079003
60089,124065541
60090,44158492
60091,4030
60092,1741049
60093,45842870
60094,1257974
60095,121021679
60096,1508194
60097,91891931
60098,5105558
60099,16012613
60100,74693871
60101,122566894
60102,3527476
60103,2175
60104,7293282
60105,4750761
60106,24789587
60107,984844
60108,92088341
60109,17621523
60110,18667672
60111,22511824
60112,1113925
60113,72144352
60114,17025701
60115,91911253
60116,3504
60117,20915226
60118,20922548
60119,4279151
60120,122160654
60121,2825717
60122,110085121
60123,33689748
60124,36304897
60125,71970433
60126,30459632
60127,56804547
60128,45499824
60129,16879071
60130,29239848
60131,1323630
60132,75111751
60133,73440124
60134,2961024
60135,72118522
60136,86266475
60137,75513615
60138,34009500
60139,72081874
60140,53439559
60141,68677842
60142,131921502
60143,1889973
60144,50776860
60145,750811
60146,17400126
60147,95853351
60148,126852215
60149,6472978
60150,2832723
60151,110255465
60152,71858685
60153,3351534
60154,119072826
60155,98272
60156,15990108
60157,71925383
60158,75504717
60159,55263
60160,16017985
60161,1225694
60162,56736901
60163,46365277
60164,20895984
60165,72855542
60166,20947338
60167,1402846
60168,5100784
60169,699769
60170,3779543
60171,20921401
60172,110246766
60173,743428
60174,126941633
60175,827619
60176,26701903
60177,53004142
60178,3974406
60179,848110
60180,645143
60181,1270959
60182,86817447
60183,122162528
60184,51594991
60185,776838
60186,122566455
60187,75521211
60188,110076029
60189,75449228
60190,135448588
60191,5156992
60192,92082636
60193,45217234
60194,52203978
60195,75385985
60196,45495232
60197,50844112
60198,20915231
60199,53332586
60200,1008278
60201,110236439
60202,97750
60203,16034599
60204,3440273
60205,2864110
60206,2262896
60207,602359
60208,1078577
60209,44457221
60210,122673372
60211,43556066
60212,753142
60213,51118768
60214,8085242
60215,3545609
60216,53059605
60217,4691050
60218,16023234
60219,49675861
60220,5712
60221,1850707
60222,16339780
60223,86802363
60224,2608301
60225,20922626
60226,121152234
60227,91910582
60228,44823001
60229,1632223
60230,759983
60231,155999742
60232,42650042
60233,53142978
60234,5147845
60235,17527178
60236,20653078
60237,92417750
60238,53331589
60239,2858286
60240,135734253
60241,126941956
60242,17254210
60243,16189343
60244,73132373
60245,2085665
60246,53005779
60247,10314719
60248,866903
60249,40018
60250,521212
60251,73439811
60252,53126348
60253,46737151
60254,24533131
60255,70710773
60256,51891122
60257,5310471
60258,25093235
60259,644994
60260,5217802
60261,56900603
60262,4839778
60263,110251087
60264,2906147
60265,91919005
60266,126850918
60267,43699422
60268,91645134
60269,46081540
60270,1205059
60271,24529480
60272,121584620
60273,602131
60274,18107539
60275,2023300
60276,95843041
60277,16670701
60278,122162450
60279,119100525
60280,126853918
60281,53077272
60282,4014737
60283,5307158
60284,4460474
60285,92127836
60286,25665274
60287,118781414
60288,2316841
60289,24733895
60290,831883
60291,124041745
60292,606171
60293,135463361
60294,119103151
60295,90948183
60296,121156372
60297,53160180
60298,35963876
60299,850049
60300,17417176
60301,3855670
60302,10193997
60303,20946133
60304,135485036
60305,4151415
60306,92066431
60307,752204
60308,74409618
60309,78122592
60310,2650
60311,153920
60312,25048404
60313,4119781
60314,869882
60315,131931536
60316,797032
60317,2572988
60318,893389
60319,127247359
60320,15988022
60321,5281426
60322,743921
60323,124040986
60324,20914926
60325,126851535
60326,725684
60327,135741412
60328,131923124
60329,110095343
60330,4522446
60331,131905067
60332,122563987
60333,2157342
60334,49676102
60335,71967930
60336,17253926
60337,686812
60338,3108374
60339,136084876
60340,2888344
60341,45224968
60342,1741764
60343,3095992
60344,20958224
60345,7178068
60346,16261900
60347,1508539
60348,16017442
60349,75061379
60350,3137218
60351,2909786
60352,1027
60353,5057197
60354,16033464
60355,91908921
60356,135445563
60357,3144496
60358,17397367
60359,45591376
60360,1241268
60361,2931714
60362,5309900
60363,53105628
60364,50749884
60365,17384479
60366,119069328
60367,4850703
60368,72868483
60369,110087786
60370,124051368
60371,132260161
60372,86814976
60373,110199708
60374,53106322
60375,49745473
60376,621763
60377,126835923
60378,17058789
60379,1383449
60380,87053150
60381,44247727
60382,17428314
60383,22333625
60384,2310
60385,22694479
60386,22517526
60387,1993192
60388,72103068
60389,75473781
60390,45239522
60391,16014408
60392,132772424
60393,995433
60394,27234661
60395,666642
60396,18587079
60397,551498
60398,651403
60399,42319071
60400,16007401
60401,2898346
60402,73139279
60403,11841642
60404,10297982
60405,2737651
60406,46275747
60407,92578158
60408,49653140
60409,618001
60410,124075839
60411,46259456
60412,53572004
60413,4620860
60414,16763372
60415,124078317
60416,669136
60417,160869
60418,2881065
60419,5300805
60420,1305753
60421,3424448
60422,135413511
60423,53104690
60424,34134404
60425,8875000
60426,7117514
60427,3514770
60428,17410937
60429,654415
60430,2589311
60431,2765073
60432,45238880
60433,40042003
60434,24239
60435,122245348
60436,2842433
60437,219490
60438,128971530
60439,2884924
60440,2804637
60441,9583461
60442,16187076
60443,5977
60444,23200218
60445,5048498
60446,723331
60447,3757467
60448,4135295
60449,46394834
60450,52409170
60451,846914
60452,354197
60453,46345547
60454,46974825
60455,42537539
60456,51070845
60457,615982
60458,2126205
60459,1849312
60460,2723
60461,4601701
60462,2452818
60463,4231875
60464,366150
60465,110166927
60466,628505
60467,1215256
60468,17023308
60469,122243427
60470,2241181
60471,53180683
60472,119373
60473,3611789
60474,110166739
60475,110263018
60476,17463740
60477,3242103
60478,108990707
60479,3316358
60480,46380493
60481,759583
60482,10738235
60483,73016713
60484,4798132
60485,16020030
60486,53120583
60487,44476436
60488,1471024
60489,1548230
60490,795748
60491,1262152
60492,16033233
60493,20959657
60494,73742
60495,25669023
60496,6614754
60497,8073326
60498,121512002
60499,854121
60500,3958547
60501,110122677
60502,672431
60503,85131417
60504,47077981
60505,124057932
60506,11264464
60507,47324468
60508,51070203
60509,660154
60510,16365180
60511,15990293
60512,124214373
60513,17600293
60514,4776624
60515,22551376
60516,86781396
60517,3515111
60518,17253901
60519,2468004
60520,72839716
60521,2471608
60522,121501759
60523,24248180
60524,877354
60525,45088832
60526,110215510
60527,22553178
60528,16303225
60529,707279
60530,16342217
60531,17419899
60532,3237434
60533,17532423
60534,3282001
60535,2353995
60536,122566008
60537,4063634
60538,56826226
60539,46104535
60540,4140912
60541,118418385
60542,121199025
60543,45351265
60544,2986412
60545,16017431
60546,4309579
60547,41191854
60548,3160312
60549,135470806
60550,2799342
60551,124044801
60552,11785748
60553,3375397
60554,2988508
60555,124041043
60556,124073135
60557,6467130
60558,20899394
60559,2434679
60560,1504900
60561,46279784
60562,50808137
60563,53154935
60564,72933375
60565,54167661
60566,20974849
60567,17596761
60568,53518
60569,30891357
60570,122246071
60571,17496970
60572,53623546
60573,5310831
60574,1244199
60575,139290997
60576,45352422
60577,11735756
60578,865538
60579,122245828
60580,790825
60581,22550830
60582,2259934
60583,2157366
60584,81139
60585,4133
60586,17251010
60587,3123764
60588,985635
60589,25150857
60590,2958276
60591,168040361
60592,3819924
60593,75498557
60594,16345991
60595,669644
60596,42528722
60597,53180796
60598,2920901
60599,1581164
60600,4871120
60601,2237560
60602,110118948
60603,132468038
60604,131906276
60605,18561450
60606,1737285
60607,41416728
60608,37127304
60609,50978846
60610,4086303
60611,17566367
60612,131918922
60613,124217810
60614,17478519
60615,686901
60616,24666363
60617,126953857
60618,3141696
60619,46253852
60620,31886814
60621,1517174
60622,97508
60623,2528804
60624,75454049
60625,3734574
60626,119103394
60627,127251674
60628,3245991
60629,53006971
60630,92607968
60631,3938248
60632,16016143
60633,4555527
60634,896861
60635,9208651
60636,45806169
60637,72006041
60638,92635496
60639,2443028
60640,2955517
60641,2416181
60642,16456790
60643,75510222
60644,17584542
60645,126852203
60646,2318496
60647,7599621
60648,53180059
60649,67406
60650,53570486
60651,18088156
60652,131917947
60653,1248883
60654,9927768
60655,53096363
60656,56873516
60657,9822205
60658,20962527
60659,3927014
60660,124215343
60661,119063627
60662,23611153
60663,1001302
60664,126941630
60665,4050336
60666,16846871
60667,75382811
60668,3840429
60669,92127960
60670,92431584
60671,124051644
60672,3239866
60673,73311672
60674,2306
60675,124078367
60676,839667
60677,4064333
60678,672430
60679,1232708
60680,1040312
60681,618368
60682,53180675
60683,20859674
60684,1190554
60685,46341916
60686,86789242
60687,38445221
60688,121501201
60689,45883348
60690,700156
60691,122161790
60692,20919830
60693,3244220
60694,2929432
60695,749404
60696,3106899
60697,45917247
60698,45250043
60699,39243090
60700,39243091
60701,988171
60702,42883811
60703,4891061
60704,3246742
60705,53005949
60706,110154262
60707,16365921
60708,124042802
60709,54685388
60710,697296
60711,2800415
60712,596574
60713,16043837
60714,2172188
60715,75527958
60716,30734244
60717,121532442
60718,72133695
60719,7596731
60720,73138620
60721,91815365
60722,1474322
60723,683349
60724,653417
60725,110254912
60726,990758
60727,16196464
60728,16227266
60729,10126189
60730,7119034
60731,2948191
60732,1725739
60733,16343567
60734,110099608
60735,16014235
60736,3243647
60737,121021613
60738,72172040
60739,118286428
60740,1209302
60741,53081268
60742,56943013
60743,702818
60744,22431991
60745,43815837
60746,1535368
60747,72860536
60748,5433
60749,29136127
60750,45495802
60751,732225
60752,188942
60753,52283304
60754,300514
60755,588746
60756,17533821
60757,42673854
60758,92618305
60759,2225336
60760,45854527
60761,121023251
60762,53179609
60763,53047812
60764,87050740
60765,8023412
60766,72888407
60767,45932522
60768,891939
60769,25888990
60770,3115294
60771,1312005
60772,4043857
60773,3838680
60774,110132209
60775,45252346
60776,53059982
60777,47015290
60778,855908
60779,3385216
60780,2558423
60781,1109702
60782,122559393
60783,122569996
60784,20957777
60785,16227351
60786,8081081
60787,115355
60788,122244515
60789,121502115
60790,2900218
60791,4769669
60792,2141774
60793,3740382
60794,826462
60795,91924127
60796,119062100
60797,122162407
60798,5226395
60799,1490816
60800,42594423
60801,12097
60802,27262021
60803,1164288
60804,30295550
60805,5503
60806,1473600
60807,310378
60808,20936423
60809,136662626
60810,49676225
60811,110266830
60812,16259200
60813,121023186
60814,11507567
60815,2379578
60816,20966733
60817,71988799
60818,207276
60819,46382616
60820,978196
60821,16340021
60822,3863359
60823,17530278
60824,4456143
60825,21852863
60826,2101204
60827,46383064
60828,1473367
60829,121023275
60830,2805983
60831,14590080
60832,2978550
60833,8244227
60834,7244645
60835,20936387
60836,16032962
60837,46290055
60838,126853989
60839,53143435
60840,17420934
60841,110114120
60842,954342
60843,91659734
60844,6456766
60845,126927303
60846,119105446
60847,197712
60848,698024
60849,74736302
60850,110082197
60851,1207437
60852,42516181
60853,53315882
60854,10302451
60855,750092
60856,2206824
60857,3242129
60858,53075730
60859,24322332
60860,1823860
60861,53134003
60862,24243384
60863,20939799
60864,121019407
60865,25621956
60866,45281380
60867,6407536
60868,1151202
60869,824791
60870,17437423
60871,726981
60872,2725844
60873,92621098
60874,5077291
60875,74251496
60876,874701
60877,3237253
60878,119103129
60879,17408572
60880,38017566
60881,156000196
60882,110100066
60883,1429175
60884,92568493
60885,92416232
60886,3147068
60887,2301810
60888,4766011
60889,17142
60890,110109865
60891,4277184
60892,125737
60893,17216266
60894,29067943
60895,100652732
60896,6914666
60897,70178
60898,2914732
60899,1111987
60900,2890393
60901,655485
60902,110266427
60903,53011784
60904,46974764
60905,3025986
60906,121022900
60907,2971017
60908,126473754
60909,46978305
60910,126851989
60911,26329828
60912,132649162
60913,124046020
60914,53585827
60915,16327117
60916,46381880
60917,625232
60918,27889625
60919,752449
60920,16027008
60921,1733672
60922,32299737
60923,53166882
60924,3200105
60925,148762
60926,2945804
60927,2745916
60928,5704249
60929,6281012
60930,17617454
60931,40517099
60932,1308664
60933,4900493
60934,3295
60935,16417752
60936,121536214
60937,135416704
60938,22515735
60939,135653794
60940,49713152
60941,135444779
60942,3073007
60943,45986688
60944,119103836
60945,16230901
60946,657675
60947,2196256
60948,511501
60949,2165
60950,3647519
60951,131922056
60952,53134992
60953,2996738
60954,384494
60955,121193800
60956,42958497
60957,72017134
60958,2880626
60959,119071957
60960,57390074
60961,44824894
60962,16257362
60963,1301980
60964,16649503
60965,4137999
60966,2229055
60967,893939
60968,119060912
60969,84591017
60970,2988133
60971,70752716
60972,25267660
60973,9262836
60974,53352082
60975,15943434
60976,75503990
60977,73132349
60978,705437
60979,124216305
60980,135403805
60981,756676
60982,3338
60983,20858217
60984,91815721
60985,110091978
60986,2949351
60987,2469953
60988,72928385
60989,110255940
60990,16031795
60991,46321940
60992,798925
60993,6404633
60994,4916033
60995,110221116
60996,118766439
60997,3122956
60998,752641
60999,7245468
61000,44096567
61001,72799365
61002,1092426
61003,45494483
61004,46909588
61005,17510327
61006,40544318
61007,2777971
61008,77461257
61009,7202391
61010,1022424
61011,45504265
61012,46295272
61013,9550816
61014,3646529
61015,2737610
61016,72841606
61017,2799900
61018,72934354
61019,2464525
61020,42649865
61021,2862451
61022,3622790
61023,122264042
61024,121588205
61025,62066546
61026,3661251
61027,38457819
61028,38996971
61029,2899706
61030,119062483
61031,121590122
61032,3543050
61033,121519601
61034,20958439
61035,1698461
61036,46257575
61037,1414791
61038,75456498
61039,110142011
61040,131917095
61041,763652
61042,18203076
61043,110259563
61044,110098782
61045,3243999
61046,11338033
61047,53564529
61048,16031794
61049,46393267
61050,1413834
61051,23605636
61052,22694554
61053,852064
61054,651781
61055,4029300
61056,50785738
61057,2883908
61058,70656688
61059,17198743
61060,46298044
61061,2082761
61062,1432236
61063,2837666
61064,4107024
61065,899
61066,11854071
61067,4180912
61068,71933725
61069,126927315
61070,20957855
61071,72023562
61072,91916914
61073,5378597
61074,49069359
61075,71851344
61076,757198
61077,92117271
61078,785684
61079,45249264
61080,72127657
61081,151179
61082,95842503
61083,587296
61084,1365752
61085,2052841
61086,127251143
61087,5017326
61088,6610996
61089,733219
61090,132778118
61091,25134625
61092,1246058
61093,2816402
61094,61061477
61095,689105
61096,16193738
61097,3740599
61098,22422691
61099,124208430
61100,8724165
61101,44822633
61102,46974262
61103,22551140
61104,17254283
61105,3089188
61106,325065
61107,75527408
61108,3051729
61109,53074883
61110,8401401
61111,91906816
61112,2379333
61113,110264521
61114,53064786
61115,44824250
61116,20922552
61117,855981
61118,129609852
61119,9116068
61120,121500145
61121,18565467
61122,2742047
61123,20875409
61124,5702711
61125,108497
61126,6387173
61127,4421690
61128,25466523
61129,42937587
61130,53027967
61131,652960
61132,1087821
61133,53178103
61134,17023504
61135,46342466
61136,5678705
61137,72865051
61138,43955682
61139,71871961
61140,25012898
61141,1635443
61142,72336596
61143,2981290
61144,262
61145,5308806
61146,92608679
61147,110101710
61148,2878404
61149,90425582
61150,132450792
61151,71879734
61152,46980546
61153,46392298
61154,1259953
61155,4913379
61156,37907
61157,45905444
61158,3973625
61159,9550233
61160,3705281
61161,70752515
61162,2846350
61163,598594
61164,100684542
61165,124078957
61166,16802263
61167,827833
61168,84587877
61169,91892235
61170,61041645
61171,75524597
61172,36228235
61173,706880
61174,4067224
61175,4801461
61176,1153121
61177,24240088
61178,70701426
61179,9024886
61180,86801641
61181,1800699
61182,4361687
61183,12005016
61184,110084631
61185,128972073
61186,3239267
61187,4186266
61188,2226360
61189,110085462
61190,3704340
61191,119071528
61192,16932542
61193,95799605
61194,135602368
61195,581689
61196,45884456
61197,4155646
61198,25015530
61199,110258519
61200,9859436
61201,1250610
61202,110219403
61203,2820109
61204,342344
61205,16377549
61206,4800544
61207,53611974
61208,53145702
61209,46342677
61210,81462
61211,124048818
61212,72847792
61213,7243876
61214,45100305
61215,3242797
61216,1202513
61217,22334698
61218,3240727
61219,121019621
61220,132451106
61221,124038551
61222,50753409
61223,46488849
61224,1474185
61225,16028046
61226,25917248
61227,2168969
61228,4250825
61229,91649184
61230,43064045
61231,16026908
61232,71994838
61233,1965291
61234,131946135
61235,3103
61236,748424
61237,129616965
61238,45501332
61239,20946547
61240,20950324
61241,63623806
61242,3155057
61243,26844531
61244,20904135
61245,129617311
61246,45798406
61247,3241960
61248,2930927
61249,16191383
61250,129585224
61251,110233588
61252,1124079
61253,3531131
61254,45351776
61255,92127386
61256,119105597
61257,1180953
61258,50954778
61259,53081803
61260,16341933
61261,91904699
61262,110120704
61263,16766520
61264,1003085
61265,3134071
61266,132451658
61267,51122359
61268,47038966
61269,121190878
61270,126805745
61271,53007135
61272,126850501
61273,571026
61274,124039948
61275,25549945
61276,16267216
61277,30868633
61278,17597435
61279,1438928
61280,3102997
61281,2128809
61282,53174284
61283,126854113
61284,17585670
61285,110148413
61286,929867
61287,122566060
61288,2796879
61289,53069992
61290,121023297
61291,2467
61292,20944871
61293,70772186
61294,16653512
61295,135412532
61296,128976129
61297,135645520
61298,6493591
61299,2090045
61300,45882079
61301,110263511
61302,1072206
61303,958632
61304,53540108
61305,5084991
61306,54174102
61307,122558256
61308,119065950
61309,71135
61310,9291669
61311,43616322
61312,124040911
61313,2649205
61314,46980083
61315,5065870
61316,84598114
61317,5124114
61318,53589630
61319,78723
61320,72936725
61321,110099808
61322,25465732
61323,1742400
61324,54693709
61325,72009402
61326,19326763
61327,7351264
61328,979871
61329,2870663
61330,156609927
61331,5016512
61332,3741850
61333,8588
61334,749228
61335,23931428
61336,189112
61337,4193121
61338,16190414
61339,1400511
61340,5015620
61341,5307541
61342,2511513
61343,1157474
61344,2787482
61345,7540226
61346,135601208
61347,136263620
61348,135452139
61349,5353915
61350,20910488
61351,2743058
61352,1247025
61353,24790800
61354,73139344
61355,3244287
61356,110089159
61357,7517716
61358,131904301
61359,3854464
61360,54703754
61361,75514849
61362,6484687
61363,742643
61364,866704
61365,75437440
61366,7503523
61367,4773175
61368,654072
61369,71980691
61370,124076775
61371,92117517
61372,132451264
61373,110263056
61374,3238952
61375,124215710
61376,866742
61377,3540854
61378,110088385
61379,4135382
61380,1147322
61381,1203820
61382,16292200
61383,3154518
61384,110094690
61385,17546611
61386,27510235
61387,27478032
61388,7277713
61389,4065583
61390,86783877
61391,91907906
61392,16312560
61393,72060898
61394,75383100
61395,16028854
61396,46677353
61397,4494356
61398,717564
61399,53076143
61400,135993396
61401,22551163
61402,2238613
61403,9551227
61404,59664268
61405,35132052
61406,2557103
61407,4921127
61408,72898684
61409,6915
61410,751378
61411,4624347
61412,76018610
61413,53157346
61414,46065115
61415,110251332
61416,16010853
61417,646012
61418,74577492
61419,124037546
61420,25210792
61421,110120071
61422,1070243
61423,6500054
61424,3239572
61425,27371181
61426,748540
61427,2259622
61428,17028226
61429,2486364
61430,121020533
61431,53178125
61432,1798608
61433,52378551
61434,16027202
61435,68328
61436,47454230
61437,36354
61438,135408331
61439,3235694
61440,110086414
61441,136031898
61442,1166561
61443,1205718
61444,72150058
61445,46835203
61446,92591033
61447,131946784
61448,754701
61449,2336901
61450,25436275
61451,110152250
61452,121017992
61453,17423649
61454,2540773
61455,72140153
61456,53040458
61457,698162
61458,4909048
61459,53204888
61460,16187912
61461,6471183
61462,119139476
61463,20860525
61464,3134986
61465,51106966
61466,16800509
61467,16024812
61468,3218828
61469,53179824
61470,72863044
61471,2551637
61472,1084466
61473,1263068
61474,124077407
61475,1104957
61476,53072462
61477,28561
61478,2908369
61479,6492407
61480,23723407
61481,17488369
61482,2822940
61483,132451521
61484,3204047
61485,70768567
61486,122245768
61487,1478119
61488,45159204
61489,2915515
61490,2567894
61491,651084
61492,2961778
61493,110263583
61494,2787193
61495,24794148
61496,2810807
61497,2905985
61498,458795
61499,8057678
61500,92124878
61501,124058444
61502,91918514
61503,17485222
61504,12005379
61505,4411887
61506,100685749
61507,705514
61508,1312791
61509,42960412
61510,122246844
61511,126854079
61512,53180213
61513,2498970
61514,56826535
61515,4101062
61516,4852845
61517,24747099
61518,17378222
61519,53105100
61520,17022787
61521,3815660
61522,3931
61523,18891448
61524,16021733
61525,667716
61526,25372920
61527,803239
61528,72860939
61529,53019897
61530,25246593
61531,45172964
61532,9192938
61533,24239330
61534,20912435
61535,119060805
61536,280487
61537,131924495
61538,16288178
61539,51070206
61540,1560709
61541,823656
61542,22587003
61543,3160249
61544,16766580
61545,3476444
61546,70713419
61547,119104416
61548,16023981
61549,4077460
61550,40176512
61551,45908918
61552,3730650
61553,42685874
61554,11631052
61555,8432749
61556,10225624
61557,132765450
61558,124205486
61559,53536810
61560,648154
61561,41987
61562,2090715
61563,53627314
61564,110129490
61565,2765189
61566,903179
61567,4062102
61568,17438770
61569,1717933
61570,121019883
61571,4855139
61572,5292678
61573,119085988
61574,131951705
61575,43953491
61576,17750963
61577,121172331
61578,3472631
61579,292782
61580,110253756
61581,20906579
61582,767923
61583,5918
61584,1224972
61585,17384023
61586,2129299
61587,122244125
61588,750584
61589,135472290
61590,1279626
61591,84068
61592,53011535
61593,2314100
61594,23601477
61595,23638719
61596,54734756
61597,15766575
61598,53801936
