,cid
33488,2789834
33489,4549394
33490,131702690
33491,60614172
33492,46260674
33493,7540268
33494,596046
33495,8186935
33496,5456
33497,53041569
33498,110247674
33499,11837241
33500,114547
33501,121498519
33502,16001593
33503,101220
33504,5301172
33505,53018554
33506,53059973
33507,713777
33508,114924
33509,3112031
33510,121497905
33511,2738975
33512,29385187
33513,866198
33514,18825477
33515,122556696
33516,53083670
33517,86805812
33518,60415094
33519,122128770
33520,1481102
33521,22551824
33522,1293145
33523,4205569
33524,2121976
33525,2885298
33526,121022866
33527,985
33528,135369651
33529,16011489
33530,16258798
33531,11184378
33532,92425952
33533,122161530
33534,71793211
33535,889156
33536,20936502
33537,1046
33538,861213
33539,138454752
33540,75528078
33541,15604510
33542,161950
33543,110099813
33544,53127537
33545,3662311
33546,45892627
33547,86279165
33548,91887481
33549,30530775
33550,677721
33551,4207431
33552,95834044
33553,53024345
33554,654844
33555,95841509
33556,3160345
33557,110122239
33558,3927291
33559,2220966
33560,92425098
33561,7751425
33562,2932804
33563,46506537
33564,9822799
33565,3239163
33566,16018619
33567,4876366
33568,46958491
33569,870759
33570,5110096
33571,86782716
33572,2971457
33573,2737071
33574,2103555
33575,91887421
33576,45847538
33577,92421114
33578,132778097
33579,809743
33580,2505132
33581,124049469
33582,5543950
33583,72927911
33584,84587950
33585,6495134
33586,2562985
33587,110200155
33588,658975
33589,72913643
33590,86795252
33591,124043904
33592,967693
33593,2802780
33594,127050086
33595,27452305
33596,54679450
33597,28934799
33598,16598894
33599,131703379
33600,146065301
33601,54585
33602,66509784
33603,131944001
33604,53092501
33605,74242905
33606,121021252
33607,8034932
33608,2915274
33609,29255699
33610,2805067
33611,3244443
33612,3237774
33613,135400125
33614,2745717
33615,134161076
33616,55834285
33617,3252409
33618,135415475
33619,110264596
33620,53188686
33621,623002
33622,3235976
33623,861642
33624,72129497
33625,16375867
33626,1034302
33627,344546
33628,41747063
33629,4022661
33630,92429129
33631,121135777
33632,2817619
33633,45133808
33634,2798247
33635,8085102
33636,2921713
33637,1112318
33638,44822522
33639,22169054
33640,2835755
33641,393593
33642,121022238
33643,25331263
33644,46279515
33645,5139739
33646,2273874
33647,20957696
33648,975460
33649,16563543
33650,8033511
33651,750503
33652,110086416
33653,53041099
33654,110219957
33655,47048990
33656,25349447
33657,124069238
33658,50767232
33659,17527604
33660,4169159
33661,5217484
33662,20887765
33663,938394
33664,2896073
33665,5328227
33666,28061
33667,16023763
33668,4957960
33669,7293162
33670,121198833
33671,119071721
33672,110100716
33673,53044358
33674,121507249
33675,110107113
33676,1753979
33677,3242822
33678,42951852
33679,86819046
33680,22580896
33681,110263596
33682,16024568
33683,2178
33684,3889752
33685,2269543
33686,779230
33687,1270265
33688,71842913
33689,131892906
33690,20964171
33691,4619
33692,83276125
33693,16925397
33694,99831843
33695,18118898
33696,46974287
33697,1251040
33698,719569
33699,1486640
33700,4920716
33701,76450047
33702,110084585
33703,3731378
33704,4063388
33705,121023241
33706,5221
33707,46957844
33708,45965213
33709,1205228
33710,1117207
33711,47029569
33712,5228465
33713,110100659
33714,16379164
33715,45234506
33716,4087600
33717,25665431
33718,16763584
33719,2337329
33720,562319
33721,2917129
33722,1245882
33723,122243517
33724,17527717
33725,131703008
33726,1134
33727,132450917
33728,5211111
33729,110095018
33730,53012936
33731,45171237
33732,124046602
33733,90582417
33734,126820130
33735,137095093
33736,20927355
33737,45867915
33738,136153402
33739,17526034
33740,3720580
33741,137706438
33742,11084473
33743,3473752
33744,156609924
33745,725599
33746,399108
33747,28855729
33748,110149032
33749,15944271
33750,110119930
33751,1787455
33752,1232510
33753,7309561
33754,2821195
33755,5084878
33756,4804238
33757,16020590
33758,665450
33759,3689347
33760,124077471
33761,19589540
33762,92066453
33763,90936664
33764,124076213
33765,7216437
33766,20868815
33767,16378503
33768,16384905
33769,72013010
33770,137321168
33771,87054744
33772,132948121
33773,1039845
33774,71496460
33775,17453169
33776,76151697
33777,4313626
33778,34598275
33779,71696702
33780,45204455
33781,998967
33782,17552434
33783,786789
33784,17601060
33785,5280445
33786,695550
33787,4679
33788,900795
33789,124071987
33790,737473
33791,10278470
33792,121198323
33793,121019194
33794,16802284
33795,71975049
33796,829850
33797,45250495
33798,110263284
33799,91921484
33800,1287746
33801,3891586
33802,1507050
33803,72868386
33804,16259262
33805,4544191
33806,1048491
33807,16014488
33808,168038487
33809,24885313
33810,74238449
33811,110120370
33812,17461221
33813,49666699
33814,121500556
33815,3245596
33816,71479429
33817,16233783
33818,124072712
33819,185284
33820,2789442
33821,53073405
33822,9124498
33823,748072
33824,129216206
33825,132447146
33826,16475410
33827,156609337
33828,2825964
33829,87052119
33830,198792
33831,17016770
33832,17529904
33833,86771214
33834,700922
33835,24232777
33836,16258370
33837,16296200
33838,46247098
33839,168038797
33840,16013901
33841,4769925
33842,102099126
33843,46506397
33844,129618428
33845,1206503
33846,124041403
33847,2981471
33848,1488089
33849,38830681
33850,20922566
33851,110099810
33852,3748847
33853,45505312
33854,2407446
33855,91648480
33856,75429653
33857,20950337
33858,110083960
33859,91906803
33860,3490685
33861,53120310
33862,45283979
33863,21196853
33864,121021107
33865,53171925
33866,752592
33867,616235
33868,4068255
33869,684559
33870,91891472
33871,2837495
33872,124038937
33873,110248425
33874,110247556
33875,644555
33876,50846217
33877,121595950
33878,2096373
33879,53100372
33880,3887865
33881,4857335
33882,129000557
33883,2469474
33884,126930260
33885,129624717
33886,84587703
33887,4252805
33888,124214112
33889,3237056
33890,7599528
33891,5244293
33892,22581134
33893,20854287
33894,16033447
33895,2742517
33896,5244324
33897,91915899
33898,42656368
33899,5094050
33900,1012742
33901,704613
33902,16227524
33903,1819917
33904,2999619
33905,3124725
33906,3260153
33907,16667922
33908,9327347
33909,20862056
33910,2347
33911,110262931
33912,2337120
33913,3390877
33914,135498128
33915,136816561
33916,17744482
33917,3352193
33918,22548191
33919,2820465
33920,46172197
33921,91911923
33922,73439360
33923,1260743
33924,42694305
33925,75191679
33926,1257372
33927,2193518
33928,6493421
33929,49169999
33930,46978890
33931,14095403
33932,71836137
33933,136157660
33934,6467375
33935,795942
33936,2337944
33937,127251879
33938,10377
33939,71929271
33940,1281353
33941,784085
33942,1825628
33943,791550
33944,122570056
33945,2809125
33946,53027680
33947,22519737
33948,1582609
33949,75264
33950,119102272
33951,13450
33952,18109248
33953,7160581
33954,52600920
33955,2197002
33956,42196904
33957,3104209
33958,19577597
33959,13507
33960,3124018
33961,3839171
33962,5297706
33963,4719581
33964,17580306
33965,1069068
33966,92066455
33967,4459714
33968,42933459
33969,16761041
33970,717443
33971,71447738
33972,24719292
33973,25357563
33974,135398740
33975,71721539
33976,22523073
33977,72938444
33978,22521062
33979,10364098
33980,53547008
33981,42008300
33982,3585553
33983,4820119
33984,75409
33985,4655388
33986,19616910
33987,42589853
33988,132968712
33989,51149291
33990,110076307
33991,1152648
33992,5096643
33993,16016807
33994,16008394
33995,71980365
33996,824666
33997,2017388
33998,1653334
33999,4603122
34000,53175049
34001,8812925
34002,22512616
34003,126852053
34004,2794279
34005,1082919
34006,20924369
34007,4542877
34008,15139
34009,110265943
34010,5576
34011,16673617
34012,47072142
34013,9683998
34014,4829197
34015,28254847
34016,1152426
34017,16025633
34018,17597432
34019,1174
34020,2829440
34021,53024202
34022,22427485
34023,8814
34024,1355908
34025,3126107
34026,4384537
34027,563808
34028,6416185
34029,776045
34030,42686583
34031,45590290
34032,1486784
34033,719633
34034,66510109
34035,15989534
34036,126854691
34037,110086003
34038,4207048
34039,4602650
34040,72843326
34041,72045813
34042,3113554
34043,4268426
34044,75394899
34045,132451026
34046,46975079
34047,20995610
34048,17400872
34049,72868692
34050,122257977
34051,20935072
34052,2713269
34053,387977
34054,110644484
34055,5269
34056,1070604
34057,20954269
34058,7577892
34059,16007491
34060,25668417
34061,110149205
34062,110103185
34063,3719535
34064,50928278
34065,45244000
34066,5298773
34067,4441894
34068,720366
34069,546550
34070,7216579
34071,56779336
34072,2988721
34073,22516196
34074,4499842
34075,25374066
34076,121526052
34077,3217808
34078,132450888
34079,672059
34080,1283516
34081,675684
34082,44068593
34083,84587983
34084,667381
34085,3242586
34086,91888845
34087,68804310
34088,9895194
34089,75434053
34090,108222
34091,1240150
34092,49676491
34093,1564494
34094,53085287
34095,4344057
34096,974684
34097,25616397
34098,110260938
34099,23604176
34100,4112136
34101,122162549
34102,20960902
34103,86799214
34104,1082030
34105,39966227
34106,110265854
34107,132779395
34108,75615715
34109,16012383
34110,1916470
34111,3433218
34112,14590083
34113,45218635
34114,1942357
34115,110266822
34116,57990770
34117,84595789
34118,2915799
34119,823251
34120,8707439
34121,121504205
34122,2214167
34123,92082571
34124,56847486
34125,43066670
34126,2838744
34127,71906358
34128,110117629
34129,5003456
34130,74443206
34131,483180
34132,122568715
34133,53394503
34134,121023243
34135,53146181
34136,118278088
34137,646475
34138,53128088
34139,2836718
34140,6078194
34141,124208405
34142,4321542
34143,25284348
34144,4944
34145,41550096
34146,75456995
34147,42961994
34148,22587221
34149,42925908
34150,50749368
34151,19164083
34152,92629238
34153,29698464
34154,53072647
34155,20928857
34156,53072887
34157,654650
34158,28309345
34159,2157543
34160,16029428
34161,43815475
34162,16357053
34163,16667980
34164,1722350
34165,50779178
34166,653455
34167,26667820
34168,17523399
34169,75372031
34170,92588116
34171,40632
34172,20915370
34173,1345060
34174,6229221
34175,134161642
34176,71889502
34177,1097192
34178,135517794
34179,110270301
34180,71984713
34181,3773556
34182,17254031
34183,91906817
34184,74443114
34185,2343511
34186,119103859
34187,8034408
34188,39915287
34189,5080344
34190,121589615
34191,91906680
34192,121528307
34193,119349
34194,28078124
34195,73439147
34196,8430134
34197,56792772
34198,16727102
34199,16027902
34200,121023222
34201,291689
34202,110258471
34203,124062967
34204,2802505
34205,112499970
34206,70675849
34207,75396327
34208,53132671
34209,655985
34210,73548
34211,6402469
34212,70734974
34213,49678271
34214,31328582
34215,86774700
34216,86790233
34217,91889827
34218,22267135
34219,693641
34220,672262
34221,3538696
34222,2835937
34223,542828
34224,53203882
34225,4664067
34226,17482606
34227,46365012
34228,92066152
34229,91889031
34230,71985861
34231,3112901
34232,3335839
34233,72123363
34234,16831416
34235,718920
34236,22579850
34237,135397656
34238,769963
34239,5009283
34240,36466773
34241,2789372
34242,20940747
34243,17532820
34244,46943903
34245,91652232
34246,3025955
34247,118907
34248,17380924
34249,399113
34250,162201
34251,3154695
34252,8026057
34253,110264501
34254,124065058
34255,42537067
34256,52662479
34257,84584146
34258,24246652
34259,45857772
34260,4879647
34261,44551744
34262,71932802
34263,86266620
34264,135297777
34265,4280295
34266,110122278
34267,2905264
34268,605734
34269,44826804
34270,90631807
34271,2219521
34272,4895138
34273,121839
34274,42269941
34275,4723782
34276,3080693
34277,46366463
34278,9440074
34279,2785861
34280,668733
34281,6464996
34282,17174544
34283,2816648
34284,52906739
34285,2729164
34286,121018832
34287,2547932
34288,126855142
34289,5134529
34290,72022510
34291,110107923
34292,6484291
34293,110149498
34294,840699
34295,2266110
34296,24818737
34297,53570291
34298,74450781
34299,28362745
34300,4411039
34301,5298123
34302,1148276
34303,2806160
34304,56818641
34305,2978709
34306,1075655
34307,42916271
34308,3803652
34309,122565593
34310,46094633
34311,806913
34312,110270232
34313,54695772
34314,16364711
34315,42470661
34316,3357639
34317,45877134
34318,75470362
34319,44607530
34320,137915495
34321,50757784
34322,6472653
34323,29698106
34324,4456957
34325,3628738
34326,135735704
34327,135490040
34328,2112248
34329,92407850
34330,39124030
34331,46027172
34332,29153853
34333,17593127
34334,27604770
34335,4453
34336,5056057
34337,24717948
34338,135497598
34339,3148781
34340,46960853
34341,43413953
34342,20881075
34343,2168464
34344,607984
34345,571349
34346,20737927
34347,16032684
34348,17584806
34349,4307207
34350,3236724
34351,110094529
34352,53127041
34353,5064214
34354,135553214
34355,131904758
34356,2059969
34357,2037527
34358,20880111
34359,2365498
34360,767740
34361,70739724
34362,45616757
34363,16515835
34364,1315366
34365,581057
34366,124076991
34367,650625
34368,17473903
34369,16017565
34370,4171
34371,12725101
34372,4265182
34373,1865779
34374,4480043
34375,5104673
34376,24599522
34377,45850314
34378,42571158
34379,46376199
34380,122245745
34381,667917
34382,9550795
34383,124073616
34384,51120079
34385,974444
34386,30864331
34387,44822530
34388,669164
34389,46325774
34390,75475235
34391,75408369
34392,53539074
34393,53181706
34394,53047991
34395,110120832
34396,90621860
34397,78323835
34398,3385605
34399,1510186
34400,1072844
34401,110267030
34402,136131968
34403,135462216
34404,135440867
34405,17535698
34406,20950365
34407,2826362
34408,3872332
34409,17016129
34410,84595061
34411,1038542
34412,121022231
34413,122564548
34414,57370123
34415,3852585
34416,71426317
34417,16032481
34418,53189970
34419,20904094
34420,551604
34421,135417551
34422,2826027
34423,17190553
34424,71909626
34425,72855225
34426,124046789
34427,49675535
34428,20936480
34429,1069441
34430,91629017
34431,25469934
34432,2731204
34433,40151590
34434,8202425
34435,110262950
34436,4912077
34437,992762
34438,3727034
34439,53189427
34440,3575850
34441,4433104
34442,54343
34443,75499342
34444,16673379
34445,45877582
34446,118792801
34447,50752705
34448,131948227
34449,6491194
34450,52200593
34451,16379879
34452,72912006
34453,122162614
34454,53135523
34455,110121004
34456,16764962
34457,5299485
34458,8035327
34459,2129448
34460,20925176
34461,45806412
34462,1553837
34463,22333739
34464,91908502
34465,124491
34466,4865551
34467,17603254
34468,53005176
34469,946347
34470,1897549
34471,136236805
34472,45355808
34473,16032739
34474,2766055
34475,51046543
34476,2068158
34477,9023059
34478,2049979
34479,17399836
34480,46980735
34481,700578
34482,603144
34483,877900
34484,53058345
34485,53561012
34486,71982189
34487,70752099
34488,2740351
34489,118779933
34490,2915746
34491,8080646
34492,39349990
34493,1307951
34494,53117674
34495,704537
34496,778154
34497,72950887
34498,122162210
34499,25680513
34500,9421106
34501,3499897
34502,4153730
34503,121526109
34504,28738877
34505,1899176
34506,3643903
34507,657542
34508,1113911
34509,9887537
34510,75434242
34511,664086
34512,2171829
34513,60283471
34514,110119806
34515,45871239
34516,122570002
34517,22179320
34518,3801799
34519,53181460
34520,4356159
34521,86819204
34522,16232216
34523,2482
34524,41527647
34525,4896891
34526,769981
34527,17539212
34528,119104802
34529,23016570
34530,53047913
34531,14964274
34532,52992651
34533,20968152
34534,5093865
34535,2990137
34536,969068
34537,2576302
